PMID,Title,Exclusion,Code Available,Data Available,Repository Link,Comments,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
37145248,Deep-Stacked Convolutional Neural Networks for Brain Abnormality Classification Based on MRI Images,,,,,,"Rumala DJ, van Ooijen P, Rachmadi RF, Sensusiati AD, Purnama IKE.",J Digit Imaging. 2023 Aug;36(4):1460-1479. doi: 10.1007/s10278-023-00828-7. Epub 2023 May 5.,Rumala DJ,J Digit Imaging,2023,2023/05/05,PMC10406795,,10.1007/s10278-023-00828-7
37080724,Brain Activation Evoked by Motor Imagery in Pediatric Patients with Complete Spinal Cord Injury,,,,,,"Wang L, Zheng WM, Liang TF, Yang YH, Yang BN, Chen X, Chen Q, Li XJ, Lu J, Li BW, Chen N.",AJNR Am J Neuroradiol. 2023 May;44(5):611-617. doi: 10.3174/ajnr.A7847. Epub 2023 Apr 20.,Wang L,AJNR Am J Neuroradiol,2023,2023/04/20,PMC10171374,,10.3174/ajnr.A7847
37602841,Role of sureness in evaluating AI/CADx: Lesion-based repeatability of machine learning classification performance on breast MRI,,,,,,"Whitney HM, Drukker K, Vieceli M, Van Dusen A, de Oliveira M, Abe H, Giger ML.",Med Phys. 2024 Mar;51(3):1812-1821. doi: 10.1002/mp.16673. Epub 2023 Aug 21.,Whitney HM,Med Phys,2024,2023/08/21,PMC10879454,NIHMS1925583,10.1002/mp.16673
37557971,Specialized late cingulo-opercular network activation elucidates the mechanisms underlying decisions about ambiguity,,,,,,"Pierce JE, Petro NM, Clancy E, Gratton C, Petersen SE, Neta M.",Neuroimage. 2023 Oct 1;279:120314. doi: 10.1016/j.neuroimage.2023.120314. Epub 2023 Aug 7.,Pierce JE,Neuroimage,2023,2023/08/09,PMC10528723,NIHMS1923978,10.1016/j.neuroimage.2023.120314
36066186,The role of the parahippocampal cortex in landmark-based distance estimation based on the contextual hypothesis,,,,,,"Liang Q, Liao J, Li J, Zheng S, Jiang X, Huang R.",Hum Brain Mapp. 2023 Jan;44(1):131-141. doi: 10.1002/hbm.26069. Epub 2022 Sep 6.,Liang Q,Hum Brain Mapp,2023,2022/09/06,PMC9783420,,10.1002/hbm.26069
36066439,Physical distance to sensory-motor landmarks predicts language function,,,,,,"Wang X, Krieger-Redwood K, Zhang M, Cui Z, Wang X, Karapanagiotidis T, Du Y, Leech R, Bernhardt BC, Margulies DS, Smallwood J, Jefferies E.",Cereb Cortex. 2023 Apr 4;33(8):4305-4318. doi: 10.1093/cercor/bhac344.,Wang X,Cereb Cortex,2023,2022/09/06,PMC10110440,,10.1093/cercor/bhac344
37739797,Expectation Cues and False Percepts Generate Stimulus-Specific Activity in Distinct Layers of the Early Visual Cortex,,,,,,"Haarsma J, Deveci N, Corbin N, Callaghan MF, Kok P.",J Neurosci. 2023 Nov 22;43(47):7946-7957. doi: 10.1523/JNEUROSCI.0998-23.2023.,Haarsma J,J Neurosci,2023,2023/09/22,PMC10669763,,10.1523/JNEUROSCI.0998-23.2023
32808244,A Systematic Review of ASL Perfusion MRI in Mild TBI,,,,,,"Wang Y, Bartels HM, Nelson LD.",Neuropsychol Rev. 2023 Mar;33(1):160-191. doi: 10.1007/s11065-020-09451-7. Epub 2020 Aug 18.,Wang Y,Neuropsychol Rev,2023,2020/08/19,PMC7889778,NIHMS1621167,10.1007/s11065-020-09451-7
37019951,Behavioral pattern separation is associated with neural and electrodermal correlates of context-dependent fear conditioning,,,,,,"Neudert MK, Schäfer A, Zehtner RI, Fricke S, Seinsche RJ, Kruse O, Stark R, Hermann A.",Sci Rep. 2023 Apr 5;13(1):5577. doi: 10.1038/s41598-023-31504-z.,Neudert MK,Sci Rep,2023,2023/04/05,PMC10076331,,10.1038/s41598-023-31504-z
36734268,To be and not to be: wide-field Ca2+ imaging reveals neocortical functional segmentation combines stability and flexibility,,,,,,"Nietz AK, Streng ML, Popa LS, Carter RE, Flaherty EB, Aronson JD, Ebner TJ.",Cereb Cortex. 2023 May 24;33(11):6543-6558. doi: 10.1093/cercor/bhac523.,Nietz AK,Cereb Cortex,2023,2023/02/03,PMC10233288,,10.1093/cercor/bhac523
38124341,Decreased long-range temporal correlations in the resting-state functional magnetic resonance imaging blood-oxygen-level-dependent signal reflect motor sequence learning up to 2 weeks following training,,,,,,"Jäger AP, Bailey A, Huntenburg JM, Tardif CL, Villringer A, Gauthier CJ, Nikulin V, Bazin PL, Steele CJ.",Hum Brain Mapp. 2024 Mar;45(4):e26539. doi: 10.1002/hbm.26539. Epub 2023 Dec 20.,Jäger AP,Hum Brain Mapp,2024,2023/12/21,PMC10915743,,10.1002/hbm.26539
36512875,Brain tumor segmentation of MRI images: A comprehensive review on the application of artificial intelligence tools,,,,,,"Ranjbarzadeh R, Caputo A, Tirkolaee EB, Jafarzadeh Ghoushchi S, Bendechache M.",Comput Biol Med. 2023 Jan;152:106405. doi: 10.1016/j.compbiomed.2022.106405. Epub 2022 Dec 7.,Ranjbarzadeh R,Comput Biol Med,2023,2022/12/13,,,10.1016/j.compbiomed.2022.106405
36269199,An artificial-intelligence-based age-specific template construction framework for brain structural analysis using magnetic resonance images,,,,,,"Gu D, Shi F, Hua R, Wei Y, Li Y, Zhu J, Zhang W, Zhang H, Yang Q, Huang P, Jiang Y, Bo B, Li Y, Zhang Y, Zhang M, Wu J, Shi H, Liu S, He Q, Zhang Q, Zhang X, Wei H, Liu G, Xue Z, Shen D; Consortium of Chinese Brain Molecular and Functional Mapping (CBMFM).",Hum Brain Mapp. 2023 Feb 15;44(3):861-875. doi: 10.1002/hbm.26126. Epub 2022 Oct 21.,Gu D,Hum Brain Mapp,2023,2022/10/21,PMC9875934,,10.1002/hbm.26126
36433877,Comparative study of preoperative functional imaging combined with tractography for prediction of iatrogenic motor deficits,,,,,,"Muir M, Gadot R, Prinsloo S, Michener H, Traylor J, Athukuri P, Tummala S, Kumar VA, Prabhu SS.",J Neurosurg. 2022 Nov 25;139(1):65-72. doi: 10.3171/2022.10.JNS221684. Print 2023 Jul 1.,Muir M,J Neurosurg,2022,2022/11/26,,,10.3171/2022.10.JNS221684
38083509,Altered Inhibitory Control Mechanism of Internet Addiction: An Electroencephalogram Study of Brain Oscillations and Connectivity,,,,,,"Su YK, Wang LJ, Chuang TM, Peng PC, Chou WJ, Tseng YL.",Annu Int Conf IEEE Eng Med Biol Soc. 2023 Jul;2023:1-4. doi: 10.1109/EMBC40787.2023.10340509.,Su YK,Annu Int Conf IEEE Eng Med Biol Soc,2023,2023/12/12,,,10.1109/EMBC40787.2023.10340509
36949356,Automatic brain tumor detection using CNN transfer learning approach,,,,,,"Bairagi VK, Gumaste PP, Rajput SH, Chethan K S.",Med Biol Eng Comput. 2023 Jul;61(7):1821-1836. doi: 10.1007/s11517-023-02820-3. Epub 2023 Mar 23.,Bairagi VK,Med Biol Eng Comput,2023,2023/03/23,,,10.1007/s11517-023-02820-3
36440955,The neural correlates of value representation: From single items to bundles,,,,,,"Zyuzin J, Combs D, Melrose J, Kodaverdian N, Leather C, Carrillo JD, Monterosso JR, Brocas I.",Hum Brain Mapp. 2023 Mar;44(4):1476-1495. doi: 10.1002/hbm.26137. Epub 2022 Nov 28.,Zyuzin J,Hum Brain Mapp,2023,2022/11/28,PMC9921239,,10.1002/hbm.26137
38147969,Automatic liver segmentation and assessment of liver fibrosis using deep learning with MR T1-weighted images in rats,,,,,,"Zhang W, Zhao N, Gao Y, Huang B, Wang L, Zhou X, Li Z.",Magn Reson Imaging. 2024 Apr;107:1-7. doi: 10.1016/j.mri.2023.12.006. Epub 2023 Dec 24.,Zhang W,Magn Reson Imaging,2024,2023/12/26,,,10.1016/j.mri.2023.12.006
36823586,Neuroimaging studies of acupuncture on Alzheimer's disease: a systematic review,,,,,,"Yin Z, Wang Z, Li Y, Zhou J, Chen Z, Xia M, Zhang X, Wu J, Zhao L, Liang F.",BMC Complement Med Ther. 2023 Feb 23;23(1):63. doi: 10.1186/s12906-023-03888-y.,Yin Z,BMC Complement Med Ther,2023,2023/02/24,PMC9948384,,10.1186/s12906-023-03888-y
37263126,Heightened adolescent emotional reactivity in the brain is associated with lower future distress tolerance and higher depressive symptoms,,,,,,"Del Giacco AC, Jones SA, Hernandez KO, Barnes SJ, Nagel BJ.",Psychiatry Res Neuroimaging. 2023 Aug;333:111659. doi: 10.1016/j.pscychresns.2023.111659. Epub 2023 May 24.,Del Giacco AC,Psychiatry Res Neuroimaging,2023,2023/06/01,PMC10330591,NIHMS1905042,10.1016/j.pscychresns.2023.111659
37327955,BOLD Response is more than just magnitude: Improving detection sensitivity through capturing hemodynamic profiles,,,,,,"Chen G, Taylor PA, Reynolds RC, Leibenluft E, Pine DS, Brotman MA, Pagliaccio D, Haller SP.",Neuroimage. 2023 Aug 15;277:120224. doi: 10.1016/j.neuroimage.2023.120224. Epub 2023 Jun 15.,Chen G,Neuroimage,2023,2023/06/16,PMC10527035,NIHMS1910252,10.1016/j.neuroimage.2023.120224
37924935,Cognitive reappraisal and corresponding neural basis mediate the association between childhood maltreatment and depression,,,,,,"Mao Y, Li L, Li Y, Hou X, Duan S.",Biol Psychol. 2023 Nov;184:108716. doi: 10.1016/j.biopsycho.2023.108716. Epub 2023 Nov 2.,Mao Y,Biol Psychol,2023,2023/11/04,,,10.1016/j.biopsycho.2023.108716
37855413,Chiral Gd-DOTA as a Versatile Platform for Hepatobiliary and Tumor Targeting MRI Contrast Agents,,,,,,"Xu W, Ye X, Wu M, Jiang X, Hugo Tse LH, Gu Y, Shu K, Xu L, Jian Y, Mo G, Xu J, Ding Y, Gao R, Shen J, Ye F, Yan Z, Dai L.",J Med Chem. 2023 Nov 9;66(21):14669-14682. doi: 10.1021/acs.jmedchem.3c01183. Epub 2023 Oct 19.,Xu W,J Med Chem,2023,2023/10/19,,,10.1021/acs.jmedchem.3c01183
37245637,Parietal/premotor lesions effects on visuomotor cognition in neuro-oncology patients: A multimodal study,,,,,,"Tomasino B, Bernardis P, Maieron M, D'Agostini S, Skrap M.",Neuropsychologia. 2023 Jul 29;186:108599. doi: 10.1016/j.neuropsychologia.2023.108599. Epub 2023 May 26.,Tomasino B,Neuropsychologia,2023,2023/05/28,,,10.1016/j.neuropsychologia.2023.108599
37923809,Disrupted network interactions serve as a neural marker of dyslexia,,,,,,"Turker S, Kuhnke P, Jiang Z, Hartwigsen G.",Commun Biol. 2023 Nov 3;6(1):1114. doi: 10.1038/s42003-023-05499-2.,Turker S,Commun Biol,2023,2023/11/04,PMC10624919,,10.1038/s42003-023-05499-2
38160886,Anxiety may alter the role of fronto-striatal circuitry in adolescent risky decision-making,,,,,,"Baker AE, Padgaonkar NT, Galván A, Peris TS.",J Affect Disord. 2024 Mar 1;348:238-247. doi: 10.1016/j.jad.2023.12.063. Epub 2023 Dec 30.,Baker AE,J Affect Disord,2024,2023/12/31,,,10.1016/j.jad.2023.12.063
37467677,Learning without contingencies: A loss of synergy between memory and reward circuits in schizophrenia,,,,,,"Hasan SM, Huq MS, Chowdury AZ, Baajour S, Kopchick J, Robison AJ, Thakkar KN, Haddad L, Amirsadri A, Thomas P, Khatib D, Rajan U, Stanley JA, Diwadkar VA.",Schizophr Res. 2023 Aug;258:21-35. doi: 10.1016/j.schres.2023.06.004. Epub 2023 Jul 18.,Hasan SM,Schizophr Res,2023,2023/07/19,PMC10521382,NIHMS1913779,10.1016/j.schres.2023.06.004
37905305,Sleep deprivation attenuates neural responses to outcomes from risky decision-making,,,,,,"Mao T, Fang Z, Chai Y, Deng Y, Rao J, Quan P, Goel N, Basner M, Guo B, Dinges DF, Liu J, Detre JA, Rao H.",Psychophysiology. 2024 Apr;61(4):e14465. doi: 10.1111/psyp.14465. Epub 2023 Oct 31.,Mao T,Psychophysiology,2024,2023/10/31,,,10.1111/psyp.14465
36017838,A Methodical and Performance-based Investigation of Alzheimer Disease Detection on Magnetic Resonance and Multimodal Images,,,,,,"C K, Lal AM.",Curr Med Imaging. 2023;19(6):546-563. doi: 10.2174/1573405618666220823115848.,C K,Curr Med Imaging,2023,2022/08/26,,,10.2174/1573405618666220823115848
37389616,Structural and functional neural substrates underlying the concreteness effect,,,,,,"Yan J, Li W, Zhang T, Zhang J, Jin Z, Li L.",Brain Struct Funct. 2023 Jul;228(6):1493-1510. doi: 10.1007/s00429-023-02668-1. Epub 2023 Jun 30.,Yan J,Brain Struct Funct,2023,2023/06/30,,,10.1007/s00429-023-02668-1
35945478,Disentangling emotional signals in the brain: an ALE meta-analysis of vocal affect perception,,,,,,"Mauchand M, Zhang S.",Cogn Affect Behav Neurosci. 2023 Feb;23(1):17-29. doi: 10.3758/s13415-022-01030-y. Epub 2022 Aug 9.,Mauchand M,Cogn Affect Behav Neurosci,2023,2022/08/09,,,10.3758/s13415-022-01030-y
38083616,CSA: A Channel-Separated Attention Module for Enhancing MRI Reconstruction,,,,,,"Song M, Hao X, Qi F.",Annu Int Conf IEEE Eng Med Biol Soc. 2023 Jul;2023:1-4. doi: 10.1109/EMBC40787.2023.10340098.,Song M,Annu Int Conf IEEE Eng Med Biol Soc,2023,2023/12/12,,,10.1109/EMBC40787.2023.10340098
37678541,Stress-Induced Sensitization of Insula Activation Predicts Alcohol Craving and Alcohol Use in Alcohol Use Disorder,,,,,,"Bach P, Zaiser J, Zimmermann S, Gessner T, Hoffmann S, Gerhardt S, Berhe O, Bekier NK, Abel M, Radler P, Langejürgen J, Tost H, Lenz B, Vollstädt-Klein S, Stallkamp J, Kirschbaum C, Kiefer F.",Biol Psychiatry. 2024 Feb 1;95(3):245-255. doi: 10.1016/j.biopsych.2023.08.024. Epub 2023 Sep 9.,Bach P,Biol Psychiatry,2024,2023/09/07,,,10.1016/j.biopsych.2023.08.024
36716563,Goal-directed and habitual decision making under stress in gambling disorder: An fMRI study,,,,,,"van Timmeren T, Piray P, Goudriaan AE, van Holst RJ.",Addict Behav. 2023 May;140:107628. doi: 10.1016/j.addbeh.2023.107628. Epub 2023 Jan 24.,van Timmeren T,Addict Behav,2023,2023/01/30,,,10.1016/j.addbeh.2023.107628
37028795,Sex differences in medication-naïve adults with attention-deficit/hyperactivity disorder: A counting Stroop functional MRI study,,,,,,"Lee SH, Chia S, Chou TL, Gau SS.",Biol Psychol. 2023 Apr;179:108552. doi: 10.1016/j.biopsycho.2023.108552. Epub 2023 Apr 6.,Lee SH,Biol Psychol,2023,2023/04/07,,,10.1016/j.biopsycho.2023.108552
37487958,Civilian Moral Injury and Amygdala Functional Connectivity During Attention to Threat,,,,,,"Fulton T, Lathan EC, Karkare MC, Guelfo A, Eghbalzad L, Ahluwalia V, Ely TD, Turner JA, Turner MD, Currier JM, Mekawi Y, Fani N.",Biol Psychiatry Cogn Neurosci Neuroimaging. 2024 Jan;9(1):112-120. doi: 10.1016/j.bpsc.2023.07.006. Epub 2023 Jul 23.,Fulton T,Biol Psychiatry Cogn Neurosci Neuroimaging,2024,2023/07/24,PMC10803642,NIHMS1921196,10.1016/j.bpsc.2023.07.006
37474761,Ventral prefrontal network response to alcohol in young adults with bipolar disorder: a within-subject randomized placebo-controlled alcohol administration study,,,,,,"Kirsch DE, Kosted R, Le V, Almeida JRC, Fromme K, Strakowski SM, Lippard ETC.",Neuropsychopharmacology. 2023 Dec;48(13):1910-1919. doi: 10.1038/s41386-023-01657-6. Epub 2023 Jul 20.,Kirsch DE,Neuropsychopharmacology,2023,2023/07/20,PMC10584851,,10.1038/s41386-023-01657-6
36411092,Neural Reactivity to Social Punishment Predicts Future Engagement in Nonsuicidal Self-injury Among Peer-Rejected Adolescents,,,,,,"Pollak OH, Kwon SJ, Jorgensen NA, Lindquist KA, Telzer EH, Prinstein MJ.",Biol Psychiatry. 2023 Jul 1;94(1):40-49. doi: 10.1016/j.biopsych.2022.09.030. Epub 2022 Oct 10.,Pollak OH,Biol Psychiatry,2023,2022/11/21,,,10.1016/j.biopsych.2022.09.030
36878125,SAN-Net: Learning generalization to unseen sites for stroke lesion segmentation with self-adaptive normalization,,,,,,"Yu W, Huang Z, Zhang J, Shan H.",Comput Biol Med. 2023 Apr;156:106717. doi: 10.1016/j.compbiomed.2023.106717. Epub 2023 Feb 28.,Yu W,Comput Biol Med,2023,2023/03/06,,,10.1016/j.compbiomed.2023.106717
37338739,A novel Gateaux derivatives with efficient DCNN-Resunet method for segmenting multi-class brain tumor,,,,,,"Murmu A, Kumar P.",Med Biol Eng Comput. 2023 Aug;61(8):2115-2138. doi: 10.1007/s11517-023-02824-z. Epub 2023 Jun 20.,Murmu A,Med Biol Eng Comput,2023,2023/06/20,,,10.1007/s11517-023-02824-z
37586138,Diffuse glioma-induced structural reorganization in close association with preexisting syntax-related networks,,,,,,"Kinno R, Muragaki Y, Maruyama T, Tamura M, Ono K, Tanaka K, Sakai KL.",Cortex. 2023 Oct;167:283-302. doi: 10.1016/j.cortex.2023.07.005. Epub 2023 Jul 24.,Kinno R,Cortex,2023,2023/08/16,,,10.1016/j.cortex.2023.07.005
37844660,Abnormal brain activities of cognitive processes in cerebral small vessel disease: A systematic review of task fMRI studies,,,,,,"Fan D, Zhao H, Liu H, Niu H, Liu T, Wang Y.",J Neuroradiol. 2024 Mar;51(2):155-167. doi: 10.1016/j.neurad.2023.10.005. Epub 2023 Oct 14.,Fan D,J Neuroradiol,2024,2023/10/16,,,10.1016/j.neurad.2023.10.005
37244321,Event-related functional magnetic resonance spectroscopy,,,,,,"Koolschijn RS, Clarke WT, Ip IB, Emir UE, Barron HC.",Neuroimage. 2023 Aug 1;276:120194. doi: 10.1016/j.neuroimage.2023.120194. Epub 2023 May 26.,Koolschijn RS,Neuroimage,2023,2023/05/27,PMC7614684,EMS177286,10.1016/j.neuroimage.2023.120194
37516209,Effect of rTMS at SMA on task-based connectivity in PD,,,,,,"Bhat P, Kumaran SS, Goyal V, Srivastava AK, Behari M.",Behav Brain Res. 2023 Aug 24;452:114602. doi: 10.1016/j.bbr.2023.114602. Epub 2023 Jul 27.,Bhat P,Behav Brain Res,2023,2023/07/29,,,10.1016/j.bbr.2023.114602
36056824,Value of 3D echocardiography in the diagnosis of arrhythmogenic right ventricular cardiomyopathy,,,,,,"Addetia K, Mazzanti A, Maragna R, Monti L, Yamat M, Kukavica D, Pagan E, Kishiki K, Prado A, Marino M, Bagnardi V, Priori S, Lang RM.",Eur Heart J Cardiovasc Imaging. 2023 Apr 24;24(5):664-677. doi: 10.1093/ehjci/jeac172.,Addetia K,Eur Heart J Cardiovasc Imaging,2023,2022/09/03,,,10.1093/ehjci/jeac172
36627473,Age-related differences in frontoparietal activation for target and distractor singletons during visual search,,,,,,"Merenstein JL, Mullin HA, Madden DJ.",Atten Percept Psychophys. 2023 Apr;85(3):749-768. doi: 10.3758/s13414-022-02640-x. Epub 2023 Jan 10.,Merenstein JL,Atten Percept Psychophys,2023,2023/01/10,PMC10066832,NIHMS1867221,10.3758/s13414-022-02640-x
37591350,The sex differences in anhedonia in major depressive disorder: A resting-state fMRI study,,,,,,"Wang X, Xia Y, Yan R, Sun H, Huang Y, Zou H, Du Y, Hua L, Tang H, Zhou H, Yao Z, Lu Q.",J Affect Disord. 2023 Nov 1;340:555-566. doi: 10.1016/j.jad.2023.08.083. Epub 2023 Aug 15.,Wang X,J Affect Disord,2023,2023/08/17,,,10.1016/j.jad.2023.08.083
36791185,Neuronal dynamics of the default mode network and anterior insular cortex: Intrinsic properties and modulation by salient stimuli,,,,,,"Chao TH, Lee B, Hsu LM, Cerri DH, Zhang WT, Wang TW, Ryali S, Menon V, Shih YI.",Sci Adv. 2023 Feb 15;9(7):eade5732. doi: 10.1126/sciadv.ade5732. Epub 2023 Feb 15.,Chao TH,Sci Adv,2023,2023/02/15,PMC9931216,,10.1126/sciadv.ade5732
37321102,End-to-end automatic pathology localization for Alzheimer's disease diagnosis using structural MRI,,,,,,"Cao G, Zhang M, Wang Y, Zhang J, Han Y, Xu X, Huang J, Kang G.",Comput Biol Med. 2023 Sep;163:107110. doi: 10.1016/j.compbiomed.2023.107110. Epub 2023 Jun 2.,Cao G,Comput Biol Med,2023,2023/06/15,,,10.1016/j.compbiomed.2023.107110
36870585,Diagnosis of Alzheimer's disease using hypergraph p-Laplacian regularized multi-task feature learning,,,,,,"Ban Y, Lao H, Li B, Su W, Zhang X.",J Biomed Inform. 2023 Apr;140:104326. doi: 10.1016/j.jbi.2023.104326. Epub 2023 Mar 3.,Ban Y,J Biomed Inform,2023,2023/03/04,,,10.1016/j.jbi.2023.104326
36163388,Neural compensation in manifest neurodegeneration: systems neuroscience evidence from social cognition in frontotemporal dementia,,,,,,"Sun J, De Winter FL, Kumfor F, Stam D, Vansteelandt K, Peeters R, Sunaert S, Vandenberghe R, Vandenbulcke M, Van den Stock J.",J Neurol. 2023 Jan;270(1):538-547. doi: 10.1007/s00415-022-11393-4. Epub 2022 Sep 27.,Sun J,J Neurol,2023,2022/09/27,,,10.1007/s00415-022-11393-4
37012231,Abnormal global signal topography of self modulates emotion dysregulation in major depressive disorder,,,,,,"Keskin K, Eker MÇ, Gönül AS, Northoff G.",Transl Psychiatry. 2023 Apr 3;13(1):107. doi: 10.1038/s41398-023-02398-2.,Keskin K,Transl Psychiatry,2023,2023/04/03,PMC10070354,,10.1038/s41398-023-02398-2
36928911,Dissecting the neurocomputational bases of patch-switching,,,,,,"Zacharopoulos G, Maio G, Linden DEJ.",Cereb Cortex. 2023 Jun 8;33(12):7930-7940. doi: 10.1093/cercor/bhad088.,Zacharopoulos G,Cereb Cortex,2023,2023/03/17,PMC10267616,,10.1093/cercor/bhad088
36538817,Analysis of task-related MEG functional brain networks using dynamic mode decomposition,,,,,,"Partamian H, Tabbal J, Hassan M, Karameh F.",J Neural Eng. 2023 Jan 18;20(1). doi: 10.1088/1741-2552/acad28.,Partamian H,J Neural Eng,2023,2022/12/20,,,10.1088/1741-2552/acad28
36610680,Task-based functional connectivity identifies two segregated networks underlying intentional action,,,,,,"Doganci N, Iannotti GR, Ptak R.",Neuroimage. 2023 Mar;268:119866. doi: 10.1016/j.neuroimage.2023.119866. Epub 2023 Jan 5.,Doganci N,Neuroimage,2023,2023/01/07,,,10.1016/j.neuroimage.2023.119866
36484236,A flexible 16-channel custom coil array for accelerated imaging of upper and infraglottic airway at 3 T,,,,,,"Alam W, Reineke S, Raja Viswanath M, Rusho RZ, Van Daele D, Meyer D, Liu J, Lingala SG.",Magn Reson Med. 2023 May;89(5):2117-2130. doi: 10.1002/mrm.29559. Epub 2022 Dec 9.,Alam W,Magn Reson Med,2023,2022/12/09,,,10.1002/mrm.29559
36609452,Cingulo-Opercular Subnetworks Motivate Frontoparietal Subnetworks during Distinct Cognitive Control Demands,,,,,,"Wood JL, Nee DE.",J Neurosci. 2023 Feb 15;43(7):1225-1237. doi: 10.1523/JNEUROSCI.1314-22.2022. Epub 2023 Jan 6.,Wood JL,J Neurosci,2023,2023/01/07,PMC9962782,,10.1523/JNEUROSCI.1314-22.2022
36522799,"Task-based functional magnetic resonance imaging prediction of postsurgical cognitive outcomes in temporal lobe epilepsy: A systematic review, meta-analysis, and new data",,,,,,"Crow AJD, Thomas A, Rao Y, Beloor-Suresh A, Weinstein D, Hinds WA, Tracy JI.",Epilepsia. 2023 Feb;64(2):266-283. doi: 10.1111/epi.17475. Epub 2022 Dec 29.,Crow AJD,Epilepsia,2023,2022/12/15,PMC9944224,NIHMS1870885,10.1111/epi.17475
37490508,Similar object shape representation encoded in the inferolateral occipitotemporal cortex of sighted and early blind people,,,,,,"Xu Y, Vignali L, Sigismondi F, Crepaldi D, Bottini R, Collignon O.",PLoS Biol. 2023 Jul 25;21(7):e3001930. doi: 10.1371/journal.pbio.3001930. eCollection 2023 Jul.,Xu Y,PLoS Biol,2023,2023/07/25,PMC10368275,,10.1371/journal.pbio.3001930
37139748,[A meta-learning based method for segmentation of few-shot magnetic resonance images],,,,,,"Chen X, Fu Z, Yao Y.",Sheng Wu Yi Xue Gong Cheng Xue Za Zhi. 2023 Apr 25;40(2):193-201. doi: 10.7507/1001-5515.202208004.,Chen X,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,2023,2023/05/04,PMC10162927,,10.7507/1001-5515.202208004
36630774,Why weight? Analytic approaches for large-scale population neuroscience data,,,,,,"Gard AM, Hyde LW, Heeringa SG, West BT, Mitchell C.",Dev Cogn Neurosci. 2023 Feb;59:101196. doi: 10.1016/j.dcn.2023.101196. Epub 2023 Jan 6.,Gard AM,Dev Cogn Neurosci,2023,2023/01/11,PMC9843279,,10.1016/j.dcn.2023.101196
37582862,Determining regional brain growth in premature and mature infants in relation to age at MRI using deep neural networks,,,,,,"Beizaee F, Bona M, Desrosiers C, Dolz J, Lodygensky G.",Sci Rep. 2023 Aug 15;13(1):13259. doi: 10.1038/s41598-023-40244-z.,Beizaee F,Sci Rep,2023,2023/08/15,PMC10427665,,10.1038/s41598-023-40244-z
36961002,Recognition of Facial Emotion Expressions in Patients with Depressive Disorders: A Functional MRI Study,,,,,,"Ternovoy S, Ustyuzhanin D, Shariya M, Beliaevskaia A, Roldan-Valadez E, Shishorin R, Akhapkin R, Volel B.",Tomography. 2023 Feb 27;9(2):529-540. doi: 10.3390/tomography9020043.,Ternovoy S,Tomography,2023,2023/03/24,PMC10037615,,10.3390/tomography9020043
36524702,Verbal fluency functional magnetic resonance imaging detects anti-seizure effects and affective side effects of perampanel in people with focal epilepsy,,,,,,"Xiao F, Caciagli L, Wandschneider B, Fleury M, Binding L, Giampiccolo D, Hill A, Galovic M, Foong J, Zhou D, Sander JW, Duncan JS, Koepp MJ.",Epilepsia. 2023 Feb;64(2):e9-e15. doi: 10.1111/epi.17493. Epub 2023 Jan 8.,Xiao F,Epilepsia,2023,2022/12/16,PMC10107311,,10.1111/epi.17493
37019116,Multi-level fusion network for mild cognitive impairment identification using multi-modal neuroimages,,,,,,"Xu H, Zhong S, Zhang Y.",Phys Med Biol. 2023 Apr 26;68(9). doi: 10.1088/1361-6560/accac8.,Xu H,Phys Med Biol,2023,2023/04/05,,,10.1088/1361-6560/accac8
36827823,MRI-based mechanical analysis of carotid atherosclerotic plaque using a material-property-mapping approach: A material-property-mapping method for plaque stress analysis,,,,,,"Mendieta JB, Fontanarosa D, Wang J, Paritala PK, Muller J, Lloyd T, Li Z.",Comput Methods Programs Biomed. 2023 Apr;231:107417. doi: 10.1016/j.cmpb.2023.107417. Epub 2023 Feb 12.,Mendieta JB,Comput Methods Programs Biomed,2023,2023/02/24,,,10.1016/j.cmpb.2023.107417
38241757,When direction matters: Neural correlates of interlimb coordination of rhythm and beat,,,,,,"Mårup SH, Kleber BA, Møller C, Vuust P.",Cortex. 2024 Mar;172:86-108. doi: 10.1016/j.cortex.2023.11.019. Epub 2023 Dec 27.,Mårup SH,Cortex,2024,2024/01/19,,,10.1016/j.cortex.2023.11.019
37832503,Multimodal transformer network for incomplete image generation and diagnosis of Alzheimer's disease,,,,,,"Gao X, Shi F, Shen D, Liu M.",Comput Med Imaging Graph. 2023 Dec;110:102303. doi: 10.1016/j.compmedimag.2023.102303. Epub 2023 Sep 30.,Gao X,Comput Med Imaging Graph,2023,2023/10/13,,,10.1016/j.compmedimag.2023.102303
37129723,Automated Medical Diagnosis of Alzheimer´s Disease Using an Efficient Net Convolutional Neural Network,,,,,,"Agarwal D, Berbís MÁ, Luna A, Lipari V, Ballester JB, de la Torre-Díez I.",J Med Syst. 2023 May 2;47(1):57. doi: 10.1007/s10916-023-01941-4.,Agarwal D,J Med Syst,2023,2023/05/02,PMC10154284,,10.1007/s10916-023-01941-4
